Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"47831","1","2019-03-23 09:24:49","1","404","<machine-learning><time-series><statistics><feature-selection><correlation>","2",""
"47833","1","2019-03-23 09:45:32","0","53","<machine-learning><classification><object-detection><activity-recognition>","1",""
"47834","1","2019-03-23 10:06:10","0","43","<python><pca><numpy><matrix>","1",""
"47835","2","2019-03-23 10:06:57","0","","","",""
"47836","2","2019-03-23 10:07:37","0","","","",""
"47837","2","2019-03-23 10:43:58","0","","","",""
"47839","1","2019-03-23 11:08:51","1","485","<machine-learning><neural-network>","2",""
"47840","2","2019-03-23 11:29:35","0","","","",""
"47841","2","2019-03-23 11:30:51","0","","","",""
"47842","1","2019-03-23 11:57:29","2","314","<python><k-means>","1",""
"47844","2","2019-03-23 13:08:51","1","","","",""
"47845","1","2019-03-23 13:10:47","2","32","<accuracy><semi-supervised-learning>","1",""
"47850","1","2019-03-23 16:15:43","3","259","<classification><data-mining><naive-bayes-classifier>","2",""
"47851","1","2019-03-23 16:16:49","0","30","<deep-learning><transfer-learning>","1",""
"47852","1","2019-03-23 16:45:32","0","1218","<visualization><decision-trees>","1",""
"47854","1","2019-03-23 17:58:35","2","231","<data-science-model><career>","3","5"
"47856","2","2019-03-23 18:58:02","2","","","",""
"47857","2","2019-03-23 19:13:31","0","","","",""
"47859","2","2019-03-23 19:48:14","3","","","",""
"47860","2","2019-03-23 20:02:38","1","","","",""
"47861","1","2019-03-23 20:41:10","5","396","<dataset><visualization><matlab><plotting>","2","2"
"47862","1","2019-03-23 21:18:18","0","212","<machine-learning><feature-extraction><tfidf>","3",""
"47865","2","2019-03-23 22:09:14","0","","","",""
"47866","2","2019-03-23 22:19:50","2","","","",""
"47867","2","2019-03-23 23:38:48","3","","","",""
"47868","2","2019-03-24 00:16:01","0","","","",""
"47869","2","2019-03-24 00:25:55","5","","","",""
"47870","1","2019-03-24 00:50:55","3","208","<cnn><backpropagation>","2","1"
"47871","2","2019-03-24 01:14:48","2","","","",""
"47872","2","2019-03-24 02:50:08","1","","","",""
"47873","2","2019-03-24 03:50:55","9","","","",""
"47874","2","2019-03-24 04:17:16","0","","","",""
"47875","1","2019-03-24 05:18:39","2","2725","<python><deep-learning><keras><optimization><gan>","1",""
"47876","1","2019-03-24 05:21:32","1","26","<machine-learning><dataset>","1",""
"47877","2","2019-03-24 05:44:00","1","","","",""
"47878","2","2019-03-24 05:58:34","0","","","",""
"47879","2","2019-03-24 06:12:53","3","","","",""
"47880","2","2019-03-24 06:20:53","2","","","",""
"47881","2","2019-03-24 06:31:13","2","","","",""
"47882","2","2019-03-24 06:48:27","5","","","",""
"47883","2","2019-03-24 08:15:26","2","","","",""
"47884","2","2019-03-24 08:25:07","3","","","",""
"47885","1","2019-03-24 08:37:24","1","61","<python>","1",""
"47886","2","2019-03-24 08:49:09","2","","","",""
"47887","2","2019-03-24 09:34:37","0","","","",""
"47888","2","2019-03-24 10:20:18","2","","","",""
"47889","1","2019-03-24 10:39:12","0","429","<python><clustering>","2",""
"47890","2","2019-03-24 10:51:43","0","","","",""
"47891","2","2019-03-24 10:56:57","1","","","",""
"47892","1","2019-03-24 12:06:34","1","49","<machine-learning><machine-learning-model>","0",""
"47893","1","2019-03-24 12:23:35","3","32","<machine-learning><xgboost>","1","1"
"47894","2","2019-03-24 12:44:58","1","","","",""
"47895","1","2019-03-24 12:47:12","4","2950","<machine-learning><deep-learning><keras><cnn><image-recognition>","1","1"
"47896","1","2019-03-24 13:12:39","0","174","<python><jupyter><anaconda>","1",""
"47897","1","2019-03-24 14:42:41","1","199","<policy-gradients><actor-critic>","1",""
"47898","2","2019-03-24 14:45:33","4","","","",""
"47899","1","2019-03-24 14:49:24","3","39","<r><time-series><clustering>","1",""
"47900","1","2019-03-24 15:21:21","1","12","<machine-learning><regression><ensemble-modeling><ensemble-learning>","0","1"
"47901","2","2019-03-24 15:29:04","1","","","",""
"47902","2","2019-03-24 15:43:34","1","","","",""
"47903","1","2019-03-24 16:16:52","1","43","<machine-learning><lstm>","0","1"
"47905","2","2019-03-24 16:34:27","3","","","",""
"47906","1","2019-03-24 17:21:20","1","60","<deep-learning><autoencoder>","1",""
"47907","1","2019-03-24 17:51:40","1","1102","<python><keras><tensorflow><numpy>","0",""
"47908","1","2019-03-24 18:43:55","1","217","<classification><cross-validation><matlab><plotting>","0",""
"47909","2","2019-03-24 20:10:28","1","","","",""
"47910","2","2019-03-24 20:38:56","1","","","",""
"47912","1","2019-03-24 22:34:49","1","51","<python><java><probability-calibration>","1","0"
"47913","1","2019-03-24 23:40:35","1","44","<python><scikit-learn><dimensionality-reduction>","0",""
"47914","1","2019-03-24 23:45:40","2","92","<machine-learning><classification><r><classifier>","1","1"
"47915","2","2019-03-25 00:08:19","1","","","",""
"47916","2","2019-03-25 02:02:27","1","","","",""
"47918","1","2019-03-25 02:42:23","0","42","<machine-learning><tensorflow><machine-translation>","0",""
"47919","1","2019-03-25 04:02:06","3","1106","<svm>","1","1"
"47920","2","2019-03-25 04:25:27","1","","","",""
"47921","1","2019-03-25 05:52:58","1","553","<neural-network><deep-learning><computer-vision>","1",""
"47922","1","2019-03-25 05:58:31","1","10","<reinforcement-learning>","0",""
"47923","1","2019-03-25 06:59:35","3","119","<deep-learning><reinforcement-learning><deepmind>","1",""
"47924","2","2019-03-25 07:53:28","1","","","",""
"47927","1","2019-03-25 08:45:27","1","356","<machine-learning><classification><correlation>","0","1"
"47928","1","2019-03-25 09:00:25","1","149","<mnist>","0",""
"47929","1","2019-03-25 09:22:18","2","67","<feature-engineering><categorical-data><aggregation><dummy-variables>","0","3"
"47930","1","2019-03-25 09:34:52","0","35","<machine-learning><classification><regression><predictive-modeling>","1","1"
"47933","1","2019-03-25 09:55:17","1","91","<machine-learning><python><predictive-modeling><supervised-learning>","1","1"
"47934","1","2019-03-25 09:58:35","2","401","<machine-learning><python><scikit-learn><predictive-modeling><decision-trees>","1","1"
"47935","2","2019-03-25 10:39:49","0","","","",""
"47938","1","2019-03-25 12:26:39","1","49","<machine-learning><learning>","2",""
"47939","2","2019-03-25 12:47:22","0","","","",""
"47940","1","2019-03-25 13:33:39","1","390","<classification><decision-trees><cross-validation>","1","4"
"47941","1","2019-03-25 13:41:46","1","564","<nlp><data><labels>","1","1"
"47942","2","2019-03-25 13:44:13","3","","","",""
"47943","1","2019-03-25 13:45:17","1","16","<bigdata><preprocessing>","0",""
"47946","2","2019-03-25 14:09:43","1","","","",""
"47948","2","2019-03-25 14:28:40","1","","","",""
"47949","2","2019-03-25 14:38:45","1","","","",""
"47950","2","2019-03-25 14:39:45","0","","","",""
"47951","1","2019-03-25 15:10:16","0","55","<data><pca><dimensionality-reduction>","1",""
"47952","2","2019-03-25 15:27:27","1","","","",""
"47953","1","2019-03-25 15:32:03","0","325","<python><pandas><dataframe>","1",""
"47954","1","2019-03-25 15:35:31","4","499","<machine-learning><xgboost><supervised-learning><hyperparameter-tuning><gbm>","1","3"
"47955","1","2019-03-25 16:36:24","3","1266","<scikit-learn><pandas><aws><aws-lambda>","2",""
"47956","2","2019-03-25 16:43:16","1","","","",""
"47957","2","2019-03-25 16:46:30","0","","","",""
"47958","2","2019-03-25 16:50:38","0","","","",""
"47959","2","2019-03-25 17:02:02","2","","","",""
"47960","1","2019-03-25 17:08:12","2","70","<machine-learning><python><feature-selection><data-imputation>","3","1"
"47961","1","2019-03-25 17:20:31","4","179","<neural-network><keras><r><lstm>","1","1"
"47962","2","2019-03-25 17:50:31","1","","","",""
"47963","2","2019-03-25 17:52:49","1","","","",""
"47966","1","2019-03-25 18:21:12","0","1544","<deep-learning><cnn><training><overfitting><transfer-learning>","2","1"
"47968","2","2019-03-25 18:42:20","0","","","",""
"47969","1","2019-03-25 18:42:24","0","510","<machine-learning><deep-learning><lstm><rnn><machine-learning-model>","1",""
"47971","1","2019-03-25 18:55:06","3","637","<random-forest><decision-trees><boosting>","3","1"
"47973","1","2019-03-25 20:33:12","6","137","<machine-learning><scikit-learn><nlp><pandas>","3",""
"47974","2","2019-03-25 21:12:57","0","","","",""
"47976","2","2019-03-25 21:19:29","1","","","",""
"47978","2","2019-03-25 22:15:06","2","","","",""
"47980","2","2019-03-25 23:06:49","1","","","",""
"47981","2","2019-03-25 23:29:35","1","","","",""
"47983","6","2019-03-26 00:47:08","0","","","",""
"47984","1","2019-03-26 00:47:33","1","1194","<machine-learning><unsupervised-learning><density-estimation>","1",""
"47985","2","2019-03-26 02:05:23","1","","","",""
"47986","2","2019-03-26 03:04:34","1","","","",""
"47987","1","2019-03-26 03:24:57","1","157","<machine-learning><regression><gradient-descent>","2",""
"47988","2","2019-03-26 03:55:06","1","","","",""
"47990","1","2019-03-26 04:29:06","1","233","<machine-learning><classification><ensemble>","2","2"
"47991","2","2019-03-26 04:36:56","1","","","",""
"47992","1","2019-03-26 05:11:23","1","81","<neural-network><cnn><convolution><pytorch><neural-style-transfer>","0",""
"47994","6","2019-03-26 05:42:41","0","","","",""
"47995","2","2019-03-26 06:16:40","2","","","",""
"47996","2","2019-03-26 06:31:18","0","","","",""
"47997","2","2019-03-26 06:33:42","0","","","",""
"47998","2","2019-03-26 06:41:17","0","","","",""
"47999","1","2019-03-26 06:41:42","0","21","<classification><image-classification><feature-extraction><matlab>","0",""
"48000","1","2019-03-26 06:45:39","2","338","<classification><svm><matlab><hyperparameter><hyperparameter-tuning>","2",""
"48002","2","2019-03-26 07:37:26","1","","","",""
"48003","1","2019-03-26 07:58:15","1","69","<python><tensorflow>","0",""
"48004","1","2019-03-26 08:24:38","1","38","<machine-learning><data-cleaning><machine-learning-model>","1",""
"48005","1","2019-03-26 08:39:57","0","329","<deep-learning><gan><natural-language-process><text-generation><transformer>","1",""
"48006","2","2019-03-26 09:10:22","2","","","",""
"48007","2","2019-03-26 09:43:46","1","","","",""
"48008","1","2019-03-26 09:52:31","1","811","<python><keras><dataset><csv><serialisation>","3",""
"48009","2","2019-03-26 09:54:28","1","","","",""
"48010","2","2019-03-26 10:11:48","5","","","",""
"48011","2","2019-03-26 10:30:04","1","","","",""
"48012","1","2019-03-26 10:49:15","1","81","<lstm><finance>","2",""
"48013","2","2019-03-26 11:08:00","1","","","",""
"48014","2","2019-03-26 11:15:13","3","","","",""
"48016","2","2019-03-26 11:22:29","2","","","",""
"48017","2","2019-03-26 11:24:39","1","","","",""
"48019","5","2019-03-26 11:31:42","0","","","",""
"48020","4","2019-03-26 11:31:42","0","","","",""
"48021","2","2019-03-26 11:31:53","2","","","",""
"48022","1","2019-03-26 11:59:55","1","59","<machine-learning><python><nlp>","0",""
"48024","1","2019-03-26 12:41:01","1","53","<machine-learning><nlp><natural-language-process>","1",""
"48025","2","2019-03-26 12:58:05","0","","","",""
"48026","1","2019-03-26 13:52:40","3","590","<machine-learning><data>","3","2"
"48027","2","2019-03-26 14:08:53","1","","","",""
"48030","1","2019-03-26 14:24:33","2","633","<deep-learning><lstm><recurrent-neural-net><dropout>","1",""
"48031","2","2019-03-26 14:30:04","3","","","",""
"48032","2","2019-03-26 14:40:28","3","","","",""
"48033","2","2019-03-26 14:47:07","1","","","",""
"48034","1","2019-03-26 14:57:18","1","38","<classification><regression><anomaly-detection><ensemble-learning>","0",""
"48035","1","2019-03-26 14:57:22","3","10370","<python><matplotlib><seaborn>","2","3"
"48036","1","2019-03-26 14:58:32","1","28","<machine-learning><feature-engineering><data-science-model>","1",""
"48037","1","2019-03-26 14:59:27","1","191","<python><cnn>","0",""
"48038","2","2019-03-26 15:06:39","1","","","",""
"48039","6","2019-03-26 15:09:59","0","","","",""
"48040","1","2019-03-26 15:54:25","0","19","<image-classification><feature-extraction><matlab><lbp>","0",""
"48041","1","2019-03-26 16:02:33","0","35","<predictive-modeling><feature-selection><azure-ml>","1","1"
"48043","2","2019-03-26 16:28:17","0","","","",""
"48044","2","2019-03-26 16:37:17","4","","","",""
"48046","1","2019-03-26 16:45:15","1","36","<python><deep-network>","0",""
"48047","1","2019-03-26 17:07:21","0","52","<machine-learning><multiclass-classification>","0",""
"48049","1","2019-03-26 17:18:06","6","37250","<python><dataframe><csv><data-formats>","2","2"
"48050","6","2019-03-26 17:59:31","0","","","",""
"48052","1","2019-03-26 19:35:11","2","217","<k-means><overfitting>","0",""
"48053","6","2019-03-26 19:56:42","0","","","",""
"48054","1","2019-03-26 21:02:22","1","50","<machine-learning><bigdata>","1",""
"48055","1","2019-03-26 21:31:44","3","462","<neural-network><deep-learning><lstm><loss-function><overfitting>","1","1"
"48056","1","2019-03-26 22:07:29","1","140","<orange><orange3>","1","1"
"48060","2","2019-03-27 02:06:56","1","","","",""
"48062","1","2019-03-27 03:21:20","1","34","<pytorch>","0",""
"48064","1","2019-03-27 06:34:13","-1","47","<data-science-model>","1",""
"48066","1","2019-03-27 07:40:48","2","297","<classification><logistic-regression><distribution>","1","1"
"48068","2","2019-03-27 08:04:16","3","","","",""
"48069","1","2019-03-27 08:24:09","2","16","<dataset><image-classification><activity-recognition>","0","1"
"48070","1","2019-03-27 08:24:11","0","37","<r><data>","1",""
"48072","2","2019-03-27 09:26:31","1","","","",""
"48073","2","2019-03-27 09:46:40","1","","","",""
"48074","2","2019-03-27 10:01:51","1","","","",""
"48076","1","2019-03-27 10:09:58","0","18","<backpropagation><recurrent-neural-net>","0",""
"48077","2","2019-03-27 11:12:20","0","","","",""
"48078","2","2019-03-27 11:41:04","1","","","",""
"48079","1","2019-03-27 12:20:55","0","338","<image-classification><feature-extraction><matlab>","0",""
"48080","2","2019-03-27 12:51:41","4","","","",""
"48081","1","2019-03-27 13:15:21","4","371","<machine-learning><classification><vc-theory>","1",""
"48082","2","2019-03-27 13:31:14","1","","","",""
"48084","2","2019-03-27 13:41:05","2","","","",""
"48086","1","2019-03-27 13:52:52","2","73","<machine-learning><deep-learning><audio-recognition>","3","1"
"48087","2","2019-03-27 14:11:16","1","","","",""
"48088","2","2019-03-27 14:21:24","2","","","",""
"48090","2","2019-03-27 14:36:10","1","","","",""
"48091","2","2019-03-27 14:41:03","1","","","",""
"48093","1","2019-03-27 15:06:43","0","65","<tensorflow><dataset>","0",""
"48095","1","2019-03-27 16:00:43","1","69","<machine-learning>","1",""
"48096","2","2019-03-27 16:35:02","0","","","",""
"48097","1","2019-03-27 16:39:07","0","1398","<time-series><feature-extraction>","1","1"
"48098","1","2019-03-27 16:43:04","1","298","<image-preprocessing>","2",""
"48099","2","2019-03-27 16:54:16","0","","","",""
"48100","1","2019-03-27 16:54:59","4","4898","<nlp><word-embeddings><bert>","0",""
"48101","2","2019-03-27 16:59:31","1","","","",""
"48102","2","2019-03-27 17:13:49","1","","","",""
"48103","1","2019-03-27 18:58:33","7","270","<machine-learning><pca><hyperparameter>","1","2"
"48105","1","2019-03-27 19:34:08","1","55","<linear-regression><linear-algebra>","1",""
"48106","2","2019-03-27 19:58:59","1","","","",""
"48107","2","2019-03-27 20:01:25","5","","","",""
"48108","1","2019-03-27 20:29:14","1","36","<machine-learning-model>","1",""
"48109","1","2019-03-27 21:15:15","0","40","<deep-learning><dataset><cnn><image-classification><faster-rcnn>","1",""
"48110","2","2019-03-27 21:32:35","3","","","",""
"48111","1","2019-03-27 21:53:14","3","114","<classification><scikit-learn><multilabel-classification>","1",""
"48112","1","2019-03-27 21:57:44","1","151","<scikit-learn><dataset><data>","1",""
"48114","2","2019-03-27 22:17:49","0","","","",""
"48115","1","2019-03-27 23:03:26","0","106","<machine-learning>","0",""
"48117","2","2019-03-27 23:55:03","2","","","",""
"48119","2","2019-03-28 02:25:35","1","","","",""
"48120","1","2019-03-28 03:09:08","1","249","<keras><tensorflow><object-detection><object-recognition><yolo>","0",""
"48121","2","2019-03-28 04:16:24","1","","","",""
"48122","1","2019-03-28 04:37:28","2","43","<machine-learning><neural-network><plotting><matplotlib><historgram>","0",""
"48123","2","2019-03-28 06:04:10","0","","","",""
"48124","2","2019-03-28 06:13:40","2","","","",""
"48125","1","2019-03-28 06:20:43","1","548","<deep-learning><text-mining><natural-language-process><named-entity-recognition><math>","1","1"
"48126","2","2019-03-28 06:24:29","1","","","",""
"48127","1","2019-03-28 06:46:53","1","129","<machine-learning><deep-learning><computer-vision><image-recognition>","2",""
"48130","1","2019-03-28 08:37:08","1","70","<classification><statistics><multilabel-classification>","0",""
"48132","2","2019-03-28 09:44:47","1","","","",""
"48133","2","2019-03-28 09:52:10","0","","","",""
"48134","1","2019-03-28 09:58:52","2","1247","<python><keras><regression><loss-function>","2",""
"48135","2","2019-03-28 10:47:38","1","","","",""
"48181","1","2019-03-28 10:53:42","1","26","<machine-learning><tensorflow>","0",""
"48137","1","2019-03-28 12:21:08","2","142","<machine-learning><classification><cnn><image-classification><preprocessing>","0",""
"48138","1","2019-03-28 12:58:49","0","99","<tensorflow><lstm>","1","1"
"48139","1","2019-03-28 13:01:18","0","33","<r><dataset><data>","2",""
"48140","2","2019-03-28 13:09:27","1","","","",""
"48141","1","2019-03-28 13:10:11","1","69","<machine-learning><classification><xgboost>","0",""
"48142","1","2019-03-28 13:21:10","2","106","<machine-learning>","0",""
"48143","2","2019-03-28 13:35:17","1","","","",""
"48144","2","2019-03-28 13:37:00","1","","","",""
"48147","5","2019-03-28 14:19:37","0","","","",""
"48148","4","2019-03-28 14:19:37","0","","","",""
"48149","1","2019-03-28 14:29:12","2","799","<machine-learning><scikit-learn><data-cleaning><preprocessing>","1","0"
"48150","2","2019-03-28 14:38:05","1","","","",""
"48152","1","2019-03-28 15:04:15","0","39","<machine-learning><linear-regression><plotting>","1",""
"48153","2","2019-03-28 15:15:19","0","","","",""
"48154","2","2019-03-28 15:30:00","1","","","",""
"48155","2","2019-03-28 15:35:53","1","","","",""
"48156","1","2019-03-28 16:01:58","0","42","<machine-learning><feature-extraction><feature-engineering>","1",""
"48157","1","2019-03-28 16:10:18","1","95","<clustering><categorical-data>","4",""
"48158","1","2019-03-28 16:54:51","2","169","<tensorflow><pytorch>","0",""
"48159","1","2019-03-28 16:59:06","0","44","<tensorflow><embeddings>","0",""
"48160","2","2019-03-28 17:01:34","1","","","",""
"48161","1","2019-03-28 17:02:18","0","556","<scikit-learn><feature-selection>","2",""
"48163","2","2019-03-28 17:24:00","0","","","",""
"48165","1","2019-03-28 17:46:13","1","24","<neural-network><recurrent-neural-net><natural-language-process><language-model>","0",""
"48166","1","2019-03-28 17:57:50","1","544","<machine-learning><classification><decision-trees><training><variance>","2",""
"48167","2","2019-03-28 18:19:26","0","","","",""
"48168","2","2019-03-28 18:20:21","1","","","",""
"48169","1","2019-03-28 18:35:30","1","169","<classification><naive-bayes-classifier><discriminant-analysis>","1",""
"48171","2","2019-03-28 18:51:57","1","","","",""
"48172","1","2019-03-28 19:04:13","0","33","<keras><lstm>","1",""
"48174","2","2019-03-28 19:30:20","2","","","",""
"48175","1","2019-03-28 19:37:36","1","56","<machine-learning><categorical-data><word-embeddings><embeddings>","0","2"
"48176","2","2019-03-28 19:40:36","0","","","",""
"48177","1","2019-03-28 20:44:47","2","306","<machine-learning><nlp><word2vec><word-embeddings>","1","1"
"48178","2","2019-03-28 20:45:48","0","","","",""
"48180","1","2019-03-28 21:33:04","1","79","<machine-learning><neural-network><keras><tensorflow>","1",""
"48182","2","2019-03-28 21:56:20","1","","","",""
"48183","1","2019-03-28 22:04:20","1","302","<python><scikit-learn><time-series><feature-selection><random-forest>","4",""
"48186","1","2019-03-29 01:44:39","0","16","<machine-learning><deep-learning><reinforcement-learning><q-learning><dqn>","0",""
"48187","2","2019-03-29 03:38:04","1","","","",""
"48188","2","2019-03-29 03:49:32","1","","","",""
"48189","1","2019-03-29 03:51:00","0","54","<training><computer-vision><multiclass-classification><object-detection>","0",""
"48192","1","2019-03-29 07:25:32","0","226","<deep-learning><nlp><text><data-augmentation><machine-translation>","0",""
"48193","1","2019-03-29 07:27:13","1","42","<deep-learning><keras><time-series><lstm>","0",""
"48194","2","2019-03-29 07:36:22","1","","","",""
"48196","2","2019-03-29 08:12:50","1","","","",""
"48197","1","2019-03-29 08:33:59","1","30","<machine-learning><deep-learning><object-detection>","2","1"
"48198","1","2019-03-29 08:37:43","1","152","<deep-learning><linear-algebra><deep-network>","0",""
"48199","1","2019-03-29 08:46:38","1","53","<deep-learning><speech-to-text>","1",""
"48200","2","2019-03-29 09:10:24","1","","","",""
"48201","1","2019-03-29 09:13:47","1","60","<machine-learning><python><clustering>","2",""
"48202","2","2019-03-29 09:23:04","3","","","",""
"48203","1","2019-03-29 09:32:51","0","208","<keras><lstm>","1",""
"48204","2","2019-03-29 09:45:03","0","","","",""
"48205","2","2019-03-29 09:58:23","1","","","",""
"48208","1","2019-03-29 10:37:17","1","53","<machine-learning><decision-trees><information-theory>","1","1"
"48209","2","2019-03-29 10:55:43","0","","","",""
"48210","2","2019-03-29 11:07:08","1","","","",""
"48211","1","2019-03-29 11:21:18","1","99","<machine-learning><neural-network><deep-learning><keras><lstm>","0",""
"48213","1","2019-03-29 11:53:42","0","31","<nlp><similarity><natural-language-process>","0","1"
"48216","1","2019-03-29 12:28:33","1","389","<machine-learning><neural-network><deep-learning><cnn><convolution>","2","0"
"48219","1","2019-03-29 14:00:59","0","153","<tensorflow>","0",""
"48220","2","2019-03-29 14:23:46","1","","","",""
"48221","2","2019-03-29 14:26:06","2","","","",""
"48222","1","2019-03-29 14:26:47","2","46","<neural-network><training><outlier>","0","1"
"48223","1","2019-03-29 16:40:23","1","55","<machine-learning><neural-network><deep-learning><tensorflow>","1","1"
"48224","2","2019-03-29 17:21:33","2","","","",""
"48226","1","2019-03-29 17:28:04","0","23","<regression>","0",""
"48228","1","2019-03-29 17:30:33","1","145","<keras>","1",""
"48229","2","2019-03-29 17:34:33","1","","","",""
"48230","2","2019-03-29 18:16:42","2","","","",""
"48231","1","2019-03-29 18:35:33","0","154","<machine-learning><cnn><gan><batch-normalization>","0","1"
"48232","2","2019-03-29 18:43:18","2","","","",""
"48234","1","2019-03-29 19:18:44","0","87","<machine-learning><data><distance><k-nn>","2",""
"48235","1","2019-03-29 20:53:23","0","30","<machine-learning><data><distance><k-nn>","1",""
"48236","1","2019-03-29 21:07:04","0","317","<machine-learning><scikit-learn><machine-learning-model>","1",""
"48237","2","2019-03-29 21:21:04","0","","","",""
"48238","2","2019-03-29 22:13:57","0","","","",""
"48239","1","2019-03-29 22:21:37","1","80","<machine-learning><data-mining><data><algorithms><association-rules>","0",""
"48240","6","2019-03-30 00:11:12","0","","","",""
"48242","1","2019-03-30 01:32:37","1","79","<keras>","1",""
"48243","1","2019-03-30 03:24:25","0","14","<deep-learning><tensorflow><machine-learning-model>","0",""
"48246","1","2019-03-30 06:11:20","2","2167","<machine-learning><tensorflow><metric>","4","1"
"48247","2","2019-03-30 06:47:37","1","","","",""
"48248","2","2019-03-30 07:17:31","0","","","",""
"48249","2","2019-03-30 08:19:56","1","","","",""
"48250","1","2019-03-30 08:25:31","0","2406","<pandas>","1",""
"48251","2","2019-03-30 08:45:35","0","","","",""
"48252","2","2019-03-30 08:46:54","2","","","",""
"48253","1","2019-03-30 09:39:19","0","435","<keras><tensorflow>","1",""
"48254","2","2019-03-30 09:59:22","0","","","",""
"48255","1","2019-03-30 10:05:14","1","156","<machine-learning><optimization><gradient-descent>","1",""
"48256","2","2019-03-30 10:21:19","1","","","",""
"48257","1","2019-03-30 11:59:39","2","50","<machine-learning><pac-learning>","1",""
"48261","2","2019-03-30 14:52:52","1","","","",""
"48262","1","2019-03-30 15:46:21","2","793","<python><tensorflow><cnn><image-preprocessing>","1",""
"48263","1","2019-03-30 15:47:51","1","66","<machine-learning><neural-network><gradient-descent>","1",""
"48264","1","2019-03-30 16:04:38","2","37","<classification><self-study>","1",""
"48265","2","2019-03-30 16:19:38","0","","","",""
"48266","2","2019-03-30 16:47:45","1","","","",""
"48269","1","2019-03-30 17:19:33","4","203","<machine-learning><random-forest><decision-trees>","1","2"
"48270","1","2019-03-30 17:47:13","0","23","<machine-learning><neural-network><classification>","1",""
"48271","1","2019-03-30 18:25:50","1","38","<machine-learning><python><nlp><natural-language-process>","0","0"
"48272","2","2019-03-30 19:10:08","1","","","",""
"48273","1","2019-03-30 19:19:46","2","75","<machine-learning><python><keras><tensorflow>","1",""
"48274","1","2019-03-30 19:42:03","1","239","<word2vec><similarity><natural-language-process><information-retrieval><similar-documents>","0","1"
"48275","2","2019-03-30 19:42:19","2","","","",""
"48278","1","2019-03-30 21:22:25","0","33","<machine-learning><reinforcement-learning><training><pytorch><actor-critic>","0",""
"48279","1","2019-03-30 22:29:30","0","150","<keras><scikit-learn><mlp>","2",""
"48281","2","2019-03-31 00:56:35","2","","","",""
"48282","1","2019-03-31 02:03:57","1","164","<python><data-mining><cross-validation>","0",""
"48283","2","2019-03-31 02:13:29","1","","","",""
"48285","2","2019-03-31 05:45:42","1","","","",""
"48286","1","2019-03-31 05:54:52","0","432","<classification><clustering><multilabel-classification><labels>","0",""
"48287","1","2019-03-31 10:51:35","0","733","<python><tensorflow><dataset><annotation>","0",""
"48288","1","2019-03-31 11:33:53","0","252","<apache-hadoop>","0",""
"48289","1","2019-03-31 11:53:14","1","131","<machine-learning><nlp><data-science-model><nltk>","0",""
"48290","1","2019-03-31 12:57:04","2","65","<machine-learning><classification><clustering><statistics>","2",""
"48291","2","2019-03-31 13:14:33","0","","","",""
"48292","1","2019-03-31 13:46:33","0","38","<dataset><audio-recognition><speech-to-text>","1",""
"48293","1","2019-03-31 14:02:59","2","76","<pandas><data>","1",""
"48294","1","2019-03-31 14:28:26","6","859","<feature-selection><random-forest><feature-engineering>","3","1"
"48295","1","2019-03-31 14:30:37","1","68","<machine-learning><neural-network><deep-learning>","1",""
"48296","2","2019-03-31 15:01:24","0","","","",""
"48297","1","2019-03-31 15:03:52","0","49","<machine-learning><bigdata><sampling>","1",""
"48298","2","2019-03-31 15:29:13","1","","","",""
"48299","2","2019-03-31 15:37:21","1","","","",""
"48300","2","2019-03-31 15:57:12","2","","","",""
"48301","2","2019-03-31 16:20:33","0","","","",""
"48302","1","2019-03-31 16:36:55","1","269","<python><pandas><visualization><dataframe><matplotlib>","1","1"
"48303","2","2019-03-31 16:44:30","1","","","",""
"48304","6","2019-03-31 17:16:06","0","","","",""
"48305","2","2019-03-31 18:01:15","4","","","",""
"48306","1","2019-03-31 18:04:40","0","338","<clustering>","0",""
"48307","2","2019-03-31 18:20:53","1","","","",""
"48308","1","2019-03-31 18:25:13","0","733","<machine-learning><python><scikit-learn><numpy><scipy>","1",""
"48309","1","2019-03-31 19:03:41","5","72","<linear-regression>","2",""
"48310","2","2019-03-31 19:38:29","1","","","",""
"48312","1","2019-03-31 20:08:39","2","35","<machine-learning><svm><theory>","1",""
"48314","2","2019-03-31 20:50:48","1","","","",""
"48315","2","2019-03-31 21:38:00","1","","","",""
"48316","1","2019-03-31 21:40:59","4","1110","<python><dataset><data><numpy>","2",""
"48317","1","2019-03-31 22:20:22","2","195","<deep-learning><cnn><transfer-learning>","2",""
"48319","2","2019-03-31 23:34:02","0","","","",""
"48320","2","2019-03-31 23:43:27","1","","","",""
"48322","1","2019-04-01 01:23:54","2","398","<reinforcement-learning><q-learning><dqn><convergence><deepmind>","1",""
"48323","2","2019-04-01 01:26:43","2","","","",""
"48324","2","2019-04-01 02:37:21","1","","","",""
"48326","1","2019-04-01 04:47:05","0","61","<python><tensorflow><numpy>","1",""
"48327","2","2019-04-01 06:09:09","3","","","",""
"48328","1","2019-04-01 06:36:16","1","81","<keras><r><cnn>","0",""
"48329","2","2019-04-01 06:55:46","1","","","",""
"48330","1","2019-04-01 07:01:54","0","1278","<feature-selection><xgboost><feature-engineering>","1",""
"48331","1","2019-04-01 07:50:19","2","67","<machine-learning><python><scikit-learn><regression>","2",""
